1480895575515725824,metastore,1041,Singapore,128.199.234.236,200,SG,SGP,Singapore,Other,,1.2931,103.8558,GET,Other,,HTTP/1.1,,-,00,GET /metastore/table/default/sample_07 HTTP/1.1,table,2014-05-04T06:35:49Z,/metastore/table/default/sample_07,Mozilla/5.0 (compatible; phpservermon/3.0.1; +http://www.phpservermonitor.org),Other,,8836e6ce-9a21-449f-a372-9e57641389b3
1480895575528308736,metastore,1041,Singapore,128.199.234.236,200,SG,SGP,Singapore,Other,,1.2931,103.8558,GET,Other,,HTTP/1.1,,-,00,GET /metastore/table/default/sample_07 HTTP/1.1,table,2014-05-04T06:35:50Z,/metastore/table/default/sample_07,Mozilla/5.0 (compatible; phpservermon/3.0.1; +http://www.phpservermonitor.org),Other,,6ddf6e38-7b83-423c-8873-39842dca2dbb
1480895575528308737,search,1041,Singapore,128.199.234.236,200,SG,SGP,Singapore,Other,,1.2931,103.8558,GET,Other,,HTTP/1.1,,-,00,GET /search/?collection=10000001 HTTP/1.1,,2014-05-04T06:35:52Z,/search/?collection=10000001,Mozilla/5.0 (compatible; phpservermon/3.0.1; +http://www.phpservermonitor.org),Other,,313bb28e-dd7c-4364-a11e-9ffb0db7b303
1480895575528308738,search,1041,Singapore,128.199.234.236,200,SG,SGP,Singapore,Other,,1.2931,103.8558,GET,Other,,HTTP/1.1,,-,00,GET /search/?collection=10000001 HTTP/1.1,,2014-05-04T06:35:53Z,/search/?collection=10000001,Mozilla/5.0 (compatible; phpservermon/3.0.1; +http://www.phpservermonitor.org),Other,,ecb47c61-a9e4-4b59-9234-04bd57695987
1480895575528308739,,238,Singapore,128.199.234.236,200,SG,SGP,Singapore,Other,,1.2931,103.8558,HEAD,Other,,HTTP/1.1,,-,00,HEAD / HTTP/1.1,,2014-05-04T06:35:54Z,/,Mozilla/5.0 (compatible; phpservermon/3.0.1; +http://www.phpservermonitor.org),Other,,affdb6b9-3657-4d15-8af8-2ba2f3a69343
1480895575528308740,beeswax,1041,Mountain View,66.249.76.236,200,US,USA,United States,Spider,,37.386,-122.0838,GET,Other,,HTTP/1.1,,-,CA,GET /beeswax/query_history?q-type=beeswax&amp;q-user=dy8515s&amp;q-auto_query=off HTTP/1.1,,2014-05-04T06:35:54Z,/beeswax/query_history?q-type=beeswax&amp;q-user=dy8515s&amp;q-auto_query=off,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),Googlebot,2,e3f88d9e-7e5b-4ef7-8941-c0d83720616c
1480895575528308741,,1041,Guiyang,222.85.131.87,200,CN,CHN,China,Other,,26.5833,106.7167,GET,Windows 7,,HTTP/1.1,,-,18,GET / HTTP/1.1,,2014-05-04T06:35:55Z,/,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0),IE,10,4dbb1f74-6856-4fe3-8515-c53eab600b60
1480895575529357312,desktop,0,Guiyang,222.85.131.87,408,CN,CHN,China,Other,,26.5833,106.7167,,Other,,,,-,18,-,,2014-05-04T06:36:16Z,,-,Other,,86cdb56d-99c0-4701-a842-472741bb833a
1480895575529357313,search,1041,Shanghai,101.226.168.225,200,CN,CHN,China,Other,,31.0456,121.3997,GET,Windows 7,,HTTP/1.1,,http://demo.gethue.com/search/?collection=10000001&amp;fq=%7Cuser_statuses_count%3A%5B%229000%22%20TO%20%229999%22%5D%7Cuser_location%3A%22new%20york%22&amp;query&amp;rows=15&amp;start=0,23,GET /search/?collection=10000001&amp;fq=%7Cuser_statuses_count%3A%5B%229000%22%20TO%20%229999%22%5D%7Cuser_location%3A%22new%20york%22&amp;query&amp;rows=15&amp;start=0 HTTP/1.1,,2014-05-04T06:38:31Z,/search/?collection=10000001&amp;fq=%7Cuser_statuses_count%3A%5B%229000%22%20TO%20%229999%22%5D%7Cuser_location%3A%22new%20york%22&amp;query&amp;rows=15&amp;start=0,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1; 360Spider",Chrome,21,a5a22621-8515-4c4c-a111-a51b92151af7
1480895575529357314,search,1041,Mountain View,66.249.76.225,200,US,USA,United States,Spider,,37.386,-122.0838,GET,Other,,HTTP/1.1,,-,CA,GET /search/?collection=10000001&amp;query=&amp;fq=%7Cuser_followers_count%3A%5B%22100%22%20TO%20%22199%22%5D%7Cuser_location%3A%22philippines%22&amp;rows=15&amp;start=240 HTTP/1.1,,2014-05-04T06:38:55Z,/search/?collection=10000001&amp;query=&amp;fq=%7Cuser_followers_count%3A%5B%22100%22%20TO%20%22199%22%5D%7Cuser_location%3A%22philippines%22&amp;rows=15&amp;start=240,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),Googlebot,2,8260ca42-55d6-4cd4-8beb-8767826dc929
