1480895575574446081,hbase,595,Hyderabad,49.206.186.56,200,IN,IND,India,Other,png,17.3753,78.4744,GET,Linux,,HTTP/1.1,,http://demo.gethue.com/,02,GET /hbase/static/art/icon_24.png HTTP/1.1,static,2014-05-04T07:38:07Z,/hbase/static/art/icon_24.png,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.132 Safari/537.36",Chrome,34,43c79aef-bfbd-42c8-92e1-7b126054232b
1480895575574446082,static,831,Hyderabad,49.206.186.56,200,IN,IND,India,Other,png,17.3753,78.4744,GET,Linux,,HTTP/1.1,,http://demo.gethue.com/,02,GET /static/art/home.png HTTP/1.1,art,2014-05-04T07:38:07Z,/static/art/home.png,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.132 Safari/537.36",Chrome,34,356d9f49-532e-4d2b-a41c-b6cbf682d716
1480895575574446083,static,594,Hyderabad,49.206.186.56,200,IN,IND,India,Other,png,17.3753,78.4744,GET,Linux,,HTTP/1.1,,http://demo.gethue.com/,02,GET /static/art/datatables/sort_both.png HTTP/1.1,art,2014-05-04T07:38:07Z,/static/art/datatables/sort_both.png,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.132 Safari/537.36",Chrome,34,3de8e247-6964-4c14-9356-31aa7e10cf8c
1480895575575494656,static,655,Hyderabad,49.206.186.56,200,IN,IND,India,Other,png,17.3753,78.4744,GET,Linux,,HTTP/1.1,,http://demo.gethue.com/,02,GET /static/art/datatables/sort_desc.png HTTP/1.1,art,2014-05-04T07:38:07Z,/static/art/datatables/sort_desc.png,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.132 Safari/537.36",Chrome,34,487ef805-e793-44d2-b667-f1c4ec337e50
1480895575575494657,oozie,1059,Hyderabad,49.206.186.56,200,IN,IND,India,Other,png,17.3753,78.4744,GET,Linux,,HTTP/1.1,,http://demo.gethue.com/,02,GET /oozie/static/art/icon_oozie_coordinator_24.png HTTP/1.1,static,2014-05-04T07:38:07Z,/oozie/static/art/icon_oozie_coordinator_24.png,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.132 Safari/537.36",Chrome,34,ba5dd847-f134-433f-9cda-9fae829f7ee4
1480895575575494658,jobbrowser,269,Bangkok,61.90.20.30,200,TH,THA,Thailand,Other,,13.754,100.5014,GET,Windows 7,,HTTP/1.0,,http://demo.gethue.com/,40,GET /jobbrowser/?format=json&amp;state=running&amp;user=fjg3hgb HTTP/1.0,,2014-05-04T07:38:07Z,/jobbrowser/?format=json&amp;state=running&amp;user=fjg3hgb,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",Chrome,34,8ab84b8b-a267-4610-9e9a-78ab30201e1f
1480895575575494659,oozie,1028,Hyderabad,49.206.186.56,200,IN,IND,India,Other,png,17.3753,78.4744,GET,Linux,,HTTP/1.1,,http://demo.gethue.com/,02,GET /oozie/static/art/icon_oozie_bundle_24.png HTTP/1.1,static,2014-05-04T07:38:07Z,/oozie/static/art/icon_oozie_bundle_24.png,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.132 Safari/537.36",Chrome,34,44aff028-52c8-4eec-bdd6-33ca93485e24
1480895575575494660,oozie,1047,Hyderabad,49.206.186.56,200,IN,IND,India,Other,png,17.3753,78.4744,GET,Linux,,HTTP/1.1,,http://demo.gethue.com/,02,GET /oozie/static/art/icon_oozie_workflow_24.png HTTP/1.1,static,2014-05-04T07:38:07Z,/oozie/static/art/icon_oozie_workflow_24.png,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.132 Safari/537.36",Chrome,34,5a85ae22-8700-43a2-8f23-55c8b87b5bce
1480895575575494661,zookeeper,1042,Hyderabad,49.206.186.56,200,IN,IND,India,Other,png,17.3753,78.4744,GET,Linux,,HTTP/1.1,,http://demo.gethue.com/,02,GET /zookeeper/static/art/icon_24.png HTTP/1.1,static,2014-05-04T07:38:07Z,/zookeeper/static/art/icon_24.png,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.132 Safari/537.36",Chrome,34,be5367eb-434b-4062-8a3c-56b5d062adc0
1480895575576543232,oozie,1048,Hyderabad,49.206.186.56,200,IN,IND,India,Other,png,17.3753,78.4744,GET,Linux,,HTTP/1.1,,http://demo.gethue.com/,02,GET /oozie/static/art/icon_oozie_dashboard_24.png HTTP/1.1,static,2014-05-04T07:38:07Z,/oozie/static/art/icon_oozie_dashboard_24.png,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.132 Safari/537.36",Chrome,34,2d143157-84c7-4693-a8bb-f42d8b35c64f
